_id,wkb_geometry,country,project name,type,status,capacity (mw),year of completion,country list of sponsor/developer,sponsor/developer company,country list of lender/financier,lender/financier company,country list of construction/epc,construction company/epc participant,country_1,province/state,district,tributary,latitude,longitude,proximity,avg. annual output (mwh),data source,announcement/more information,link
66,0101000020E6100000E353008C67825740664E97C5C4FE3540,Myanmar,Myitthar,Hydro,Operational,40,2017,Myanmar,MOALI,,,,,Myanmar,Chin,Mindat,Chindwin,21.99519,94.03757,,,"Ministry of Electricity and Energy, Republic of the Union of Myanmar",,
67,0101000020E610000029965B5A0D195840E605D847A7763540,Myanmar,Myogyi,Hydro,Operational,30,2016,,,,,,,Myanmar,Shan,Taunggye,Myitnge,21.46349,96.39144,,,"Ministry of Electricity and Energy, Republic of the Union of Myanmar",http://www.moee.gov.mm/en/ignite/page/301,
68,0101000020E610000060C8EA56CF595840DBC4C9FD0E453B40,Myanmar,Namhtwan (Upper),Hydro,Operational,3.2,2019,Myanmar,MOEP (Myanmar),,,Switzerland,STUCKY SA (Switzerland),Myanmar,Kachin,Putao,Mali Hka,27.26976,97.40328,,,Myanmar Institute for Peace and Security,"https://www.mmbiztoday.com/articles/upper-namhtwam-hydropower-project-deliver-800-kilowatt-electricity-2018-april, https://www.globalnewlightofmyanmar.com/upper-namhtwam-hydropower-project-to-benefit-putao-residents/, https://www.globalnewlightofmyanmar.",
69,0101000020E6100000344B02D4D41C584092CB7F48BFBD3340,Myanmar,Nancho,Hydro,Operational,40,2010,China,Yunnan Machinery & Equipment Import & Export Co. (YMEC) (China),,,,,Myanmar,Mandalay,Yamethin,Paunglaung Chaung,19.7412,96.45049,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,
70,0101000020E61000003D0AD7A370155840295C8FC2F5C83340,Myanmar,Paunglaung (Lower),Hydro,Operational,280,2005,Myanmar,MOEE/MOALI (Myanmar),China,China Exim Bank (China),China,Yunnan Machinery Equipment Import and Export Company/Power Construction Corp (China),Myanmar,Mandalay,Yamethin,Paunglaung Chaung,19.785,96.335,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,
71,0101000020E610000083C0CAA145265840A8C64B3789C13340,Myanmar,Paunglaung (Upper),Hydro,Operational,140,2015,Myanmar,MEPE (Myanmar),China,China Exim Bank (China),China; Switzerland; United Kingdom; Germany,"Yunnan Machinery Import Export/COLENCO/Power Construction Corp, China Swiss company AF Colenco ;Yunnan Machinery Export Company; British:Malcolm Dunstan and Associates; German: FOSCE Consulting Engineers (China)",Myanmar,Mandalay,Yamethin,Paunglaung Chaung,19.756,96.598,,,Myanmar Institute for Peace and Security,https://en.wikipedia.org/wiki/Upper_Paunglaung_Dam; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,
72,0101000020E61000002DB29DEFA7165840C3F5285C8F823240,Myanmar,Phyu Chaung (Phyu Creek),Hydro,Operational,40,2014,Japan,Kansai Electric Power Company (Japan),,,China,China Gezhouba Group Corp. (China),Myanmar,Bago,Taungoo,Sittaung Mainstem,18.51,96.354,,,Myanmar Institute for Peace and Security,"http://www.moee.gov.mm/en/ignite/page/288, http://datasets.wri.org/dataset/globalpowerplantdatabase; http://www.chinadaily.com.cn/m/gezhouba/2014-08/13/content_18302578.htm",
73,0101000020E6100000423EE8D9AC14584070B6B9313D593640,Myanmar,Sadawgyi (Sedawgyi),Hydro,Operational,25,1989,Myanmar,MEPE (Myanmar),ADB,ADB,,,Myanmar,Mandalay,Pyin-Oo-Lwin,Nam Pa,22.34859,96.32305,,,Myanmar Institute for Peace and Security,https://www.adb.org/sites/default/files/project-document/72939/36112-mya-pcr.pdf,
74,0101000020E6100000A4703D0AD73B58401C9947FE60F83140,Myanmar,Shwegyin (Shwe Kyin),Hydro,Operational,75,2011,Myanmar,MEPE (Myanmar),,,China,China Gezhouba (China),Myanmar,Bago,Pegu,Shwegyn Chaung,17.97023,96.935,,,Myanmar Institute for Peace and Security,http://www.moee.gov.mm/en/ignite/page/288; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,
75,0101000020E6100000ED9925016A605840425BCEA5B8B23740,Myanmar,Shweli-1,Hydro,Operational,600,2009,China,Yunnan Machinery Equipment Import and Export Company (China),China,China EXIM (China),China,"Power Construction Corp, (China)",Myanmar,Shan,Muse,Shweli,23.69813,97.50647,,,Myanmar Institute for Peace and Security,"http://www.moee.gov.mm/en/ignite/page/301, https://www.internationalrivers.org/campaigns/shweli-1-dam; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES; http://globalene",
76,0101000020E6100000BB270F0BB5D65740D847A7AE7C4E3740,Myanmar,Thaphanseik Dam,Hydro,Operational,30,2002,China,Power Construction Corp,China,CITIC and China EXIM Bank (China),,,Myanmar,Sagaing,Shwebo,Mu,23.30659,95.3548,,,Myanmar Institute for Peace and Security,"https://moee.gov.mm/en/ignite/page/290, http://datasets.wri.org/dataset/globalpowerplantdatabase",
77,0101000020E610000096B20C71AC2758400B46257502EA3240,Myanmar,Thaukyegat 2 (Thauk Ye Khat 2),Hydro,Operational,120,2013,Myanmar,"Gold Energy Myanmar, Shwe Energy",,,China,Power Construction Corp (China),Myanmar,Bago,Taungoo,Thaukyegat Chaung,18.9141,96.6199,,,Myanmar Institute for Peace and Security,"http://www.moee.gov.mm/en/ignite/page/288, http://www.globalnewlightofmyanmar.com/president-u-thein-sein-launches-thaukyegat-hydropower-plant-in-bago/ ; https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Asses",
78,0101000020E61000007FBC57AD4C8657408B54185B088A3740,Myanmar,Yazagyo (Yazakyo),Hydro,Operational,4,2015,Myanmar,MEPE,,,,,Myanmar,Chin,Palam,Chindwin,23.53919,94.09843,,,"Ministry of Electricity and Energy, Republic of the Union of Myanmar",,
79,0101000020E610000011C7BAB88D1C5840CB4A9352D0153240,Myanmar,Yenwe,Hydro,Operational,25,2007,,,China,CITIC (China),China,CNEEC/Hunan Savoo Oversea Water & Electric Engineering Co (China),Myanmar,Bago,Pegu,Yenwe Chaung,18.08521,96.44615,,,Myanmar Institute for Peace and Security,"http://www.moee.gov.mm/en/ignite/page/288, https://www.banktrack.org/download/china_in_burma_the_increasing_investment_of_chinese_multinational_corporations_in_burma_s_hydropower_oil_and_natural_gas_and_mining_sectors/china_in_burma_pr_30092008_updatefin",
80,0101000020E6100000718FA50F5D1E584031B610E4A0AC3540,Myanmar,Yeywa,Hydro,Operational,790,2010,Myanmar,MEPE,China,CITIC/China Exim (China),China,"Power Construction Corp, China Chinese companies: China Gezhouba Group Co. (CGGC), China National Electric Equipment Co., Hunan Savoo Overseas Water & Electric Engineering Co. and China National Heavy (China)",Myanmar,Mandalay,Kyaukse,Myitnge,21.67433,96.47443,,,WLE Mekong,2001. https://www.revolvy.com/topic/Yeywa%20Dam; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,
81,0101000020E6100000B8239C16BC0C5840A8A9656B7DC13140,Myanmar,Zaungtu,Hydro,Operational,20,2000,,,,,China,YMEC (China),Myanmar,Bago,Pegu,Irrawaddy Mainstem and Delta,17.75582,96.19898,,,Myanmar Institute for Peace and Security,"http://www.moee.gov.mm/en/ignite/page/288, https://www.banktrack.org/download/china_in_burma_the_increasing_investment_of_chinese_multinational_corporations_in_burma_s_hydropower_oil_and_natural_gas_and_mining_sectors/china_in_burma_pr_30092008_updatefin",
82,0101000020E610000059349D9D0C365840EBE2361AC0A33540,Myanmar,Zawgyi-1,Hydro,Operational,18,1997,Myanmar,MEPE,,,China,Power Construction Corp (China),Myanmar,Shan,Taunggye,Myitnge,21.63965,96.84452,,,Myanmar Institute for Peace and Security,http://www.burmalibrary.org/docs6/NLM1997-06-01-text.pdf; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES; http://globalenergyobservatory.org/form.php?pid=41489,
83,0101000020E610000012312592E8375840A99F3715A9903540,Myanmar,Zawgyi-2,Hydro,Operational,12,1998,Myanmar,MEPE,,,China,Power Construction Corp (China),Myanmar,Shan,Taunggye,,21.56508,96.87357,"Actual location unknown, currently sited at locality in link/announcement",,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES; http://globalenergyobservatory.org/form.php?pid=41489,
84,0101000020E610000031992A1895C45A4095B7239C161C2F40,Laos,Dak E Meule,Hydro,Operational,105,2018,,,,,,,Laos,Xékong,Lamarm,Sekong,15.55486,107.0716,,,WLE Mekong,https://wle-mekong.cgiar.org,
85,0101000020E6100000ED9E3C2CD4B65A40E89FE06245FD2C40,Laos,Nam Kong 2,Hydro,Operational,66,2014,Laos,Chaleun Sekong Energy Co.,Vietnam,Bank for Investment and Development of Vietnam (Vietnam),Vietnam,Hoang Anh Gia Lai,Laos,Attapu,Phouvong,Sekong,14.49467,106.8567,,,WLE Mekong,https://www.hydroworld.com/articles/2008/04/vietnam-firm-to-build-laos-80-mw-nam-kong-2.html,
86,0101000020E61000001895D40968BA5A4052D50451F7212D40,Laos,Nam Kong 3,Hydro,Operational,54,2020,Laos,Chaleun Sekong Energy Co.,,,Finland; China,"Poyry, China Gezhouba Group Co.",Laos,Attapu,Phouvong,Sekong,14.56634,106.9126,,,WLE Mekong,"https://www.poyry.com/news/poyry-awarded-with-owner-s-engineering-services-assignment-for-nam-kong-3-hydro-power-plant-in-laos, http://en.gzbgj.ceec.net.cn/art/2017/11/17/art_23066_1527220.html",
87,0101000020E6100000ECC039234A8B59404DBED9E6C6CC3540,Laos,Nam Ngay,Hydro,Operational,12,2001,,,,,,,Laos,Phôngsali,Phongsaly,Nam Ou,21.79991,102.1764,,,WLE Mekong,https://wle-mekong.cgiar.org,
88,0101000020E61000008A1F63EE5AEA594062F8889812213340,Laos,Nam San 3A,Hydro,Operational,69,2016,Malaysia; Laos,"Padaeng Industry PCL (EDL)(Laos), Rohas Euco Industries Berhad (Malaysia)",,,,,Laos,Xiangkhoang,Khoune,Nam Xan,19.12919,103.6618,,,WLE Mekong,https://wle-mekong.cgiar.org,
89,0101000020E610000096B20C71ACE75940758E01D9EB153340,Laos,Nam San 3B,Hydro,Operational,45,2015,Malaysia; Laos,"Padaeng Industry PCL (EDL)(Laos), Rohas Euco Industries Berhad (Malaysia)",,,,,Laos,Xiangkhoang,Khoune,Nam Xan,19.08563,103.6199,,,WLE Mekong,https://wle-mekong.cgiar.org,
90,0101000020E6100000516B9A779C6A5940FC00A436713A3340,Laos,Nam Thien,Hydro,Operational,,2001,,,,,,,Laos,Xaignabouri,Xayabury,Nam Huong,19.22829,101.6658,,,WLE Mekong,https://wle-mekong.cgiar.org,
91,0101000020E61000008B6CE7FBA99D594002D4D4B2B53E3240,Laos,Nam Xuang,Hydro,Operational,,,,,,,,,Laos,Vientiane [prefecture],Naxaithong,Nam Ngum,18.24496,102.4635,,,WLE Mekong,https://wle-mekong.cgiar.org,
92,0101000020E6100000F5B9DA8AFDA959406C3EAE0D15233240,Laos,Nong Seuam,Hydro,Operational,,,,,,,,,Laos,Vientiane [prefecture],Xaythany,Nam Ngum,18.13704,102.6561,,,WLE Mekong,https://wle-mekong.cgiar.org,
93,0101000020E6100000933A014D84C95A408C14CAC2D74F3040,Vietnam,A Lin B1,Hydro,Operational,42,2019,,,,,,,,,,,16.311886,107.1487,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
94,0101000020E610000027DA5548F9CC5A40E947C32973673040,Vietnam,A Lin B2,Hydro,Operational,20,2019,,,,,,,,,,,16.404101,107.202715,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
95,0101000020E61000003C4ED1915CCA5A4018096D3997323040,Vietnam,A Luoi,Hydro,Operational,170,2012,Vietnam,Central Region Hydropower JSC,,,,,Vietnam,Thừa Thiên Huế,A Lưới,Sekong,16.19762,107.1619,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,https://wle-mekong.cgiar.org/construction-of-nam-chien-Hydropower-project-begins/
96,0101000020E6100000EA3E00A94DD95A401AA721AAF01F3040,Vietnam,A Roang,Hydro,Operational,7.2,2015,,,,,,,,,,,16.124766,107.395365,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
97,0101000020E61000002497FF907EE75A407DAEB6627F992F40,Vietnam,A Vuong,Hydro,Operational,210,2008,Vietnam,A Vuong Hydro Power JSC,,,,,Vietnam,Quảng Nam,Đông Giang,Song Giang,15.7998,107.6171,,,Wikipedia,https://www.licogi166.vn/en/cong-trinh-thuy-dien-a-vuong-a62.html,
98,0101000020E6100000B72A89EC83E45A40C2887D0228D62F40,Vietnam,A Vuong 3,Hydro,Operational,4.8,2016,,,,,,,,,,,15.918274,107.570552,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
99,0101000020E6100000F9DC09F65FF85A40DC12B9E00CCE2F40,Vietnam,An Diem,Hydro,Operational,5.4,1991,,,,,,,,,,,15.902442,107.880857,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
100,0101000020E6100000FAB48AFED0F95A4054724EECA1DD2F40,Vietnam,An Diem 2,Hydro,Operational,15.6,2010,,,,,,,,,,,15.932876,107.903381,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
101,0101000020E6100000780B24287E2B5B409ACDE33098072C40,Vietnam,An Khe - Kanak,Hydro,Operational,173,2009,,,,,,,,,,,14.014833,108.679575,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
102,0101000020E610000014D044D8F0245B4043FF04172B5A2C40,Vietnam,An Khe - Kanak (Thủy điện An Khê - Kanak),Hydro,Operational,173,2011,Vietnam,An Khe - Ka Nak Hydro Power Co.,,,,,Vietnam,Gia Lai,KBang,Song Da Rang-Song Ba,14.17611,108.5772,,694000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/an-khe-kanak-Hydropower,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_An_Kh%C3%AA_-_Kanak
103,0101000020E6100000E3C798BB96105B40287E8CB96B292B40,Vietnam,Ayun Ha,Hydro,Operational,3,,Vietnam,Gia Lai Electricity JSC.,,,,,Vietnam,Gia Lai,Phú Thiện,Ia Ayun-La Khe-Ea Yao,13.5809,108.2592,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ayun-ha-Hydropower,
104,0101000020E6100000A774B0FECF0E5B40804A95287BDB2B40,Vietnam,Ayun Thuong 1A,Hydro,Operational,12,2011,,,,,,,,,,,13.928674,108.231445,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
105,0101000020E61000006B9DB81CAF0A5B40105CE509848D2B40,Vietnam,Ayun Trung,Hydro,Operational,16.5,2018,,,,,,,,,,,13.776398,108.166938,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
106,0101000020E61000004AB6BA9C124B5A4092CB7F48BF513440,Vietnam,Ba Thuoc 1,Hydro,Operational,60,2017,,,,,,,,,,,20.319325,105.173011,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
107,0101000020E6100000462575029A545A4025581CCEFC523440,Vietnam,Ba thuoc 2,Hydro,Operational,80,2013,Vietnam,Hoang Anh Lai,,,,,Vietnam,Thanh Hóa,Bá Thước,Ma mainstem,20.32417,105.3219,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf; https://data.opendevelopmentmekong.net/vi/library_record/ba-thuoc-2-Hydropower,
108,0101000020E6100000C3F5285C8F165B407C2766BD18EA2640,Vietnam,Bac Binh,Hydro,Operational,33,2009,Vietnam,Power Development JSC,,,,,Vietnam,Bình Thuận,Bắc Bình,Song Luy,11.45722,108.3525,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf; https://data.opendevelopmentmekong.net/vi/library_record/bac-binh-Hydropower,
109,0101000020E6100000F1F44A59860C5A404417D4B7CC813640,Vietnam,Bac Ha,Hydro,Operational,90,,Vietnam,LICOGI,,,,,Vietnam,Lào Cai,Bắc Hà,Song Lo-Nga Tao,22.50703,104.1957,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,
110,0101000020E61000009126DE019E0C5A40598B4F0130823640,Vietnam,"Bac Ha
 (Coc Ly)",Hydro,Operational,90,2012,,,,,,,,,,,22.508545,104.197144,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
111,0101000020E61000006ADE718A8E585A40863DEDF0D7BC3640,Vietnam,Bac Me,Hydro,Operational,45,2018,Vietnam,Vietracimex (Vietnam),Japan,Sumitomo Mitsui Banking Corporation (Japan); The Gunma Bank Ltd. (Japan); The Chugoku Bank.; Ltd. (Japan); and The Bank of Yokohama; Ltd.. (Japan),,,Vietnam,Hà Giang,Bắc Mê,Song Lo-Nga Tao,22.73767,105.3837,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,
112,0101000020E6100000DF52CE177B5B5A406B990CC7F3C13640,Vietnam,Bac Me,Hydro,Operational,45,2017,,,,,,,,,,,22.757626,105.429388,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
113,0101000020E6100000F37684D382155A40E71A66683C813640,Vietnam,Bac Na,Hydro,Operational,17,2016,,,,,,,,,,,22.504828,104.33611,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
114,0101000020E6100000F08975AA7C8A5A4036785F950B993640,Vietnam,Bach Dang,Hydro,Operational,5,2020,,,,,,,,,,,22.597833,106.163859,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
115,0101000020E61000006DACC43C2B1A5A40207F69519F443340,Vietnam,Ban Ang,Hydro,Operational,17,,,,,,,,,,,,19.268056,104.408889,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
116,0101000020E6100000D234289A07F559401D3BA8C475DC3540,Vietnam,Ban Chat,Hydro,Operational,220,2013,,,,,,,,,,,21.861172,103.828589,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
117,0101000020E610000054742497FFF45940314278B471DC3540,Vietnam,Ban Chat (Thủy điện Bản Chát),Hydro,Operational,220,2013,Vietnam,EVN (Vietnam),,,Vietnam,Infrastructure Development and Construction Corporation(LICOGI) (Vietnam),Vietnam,Lai Châu,Than Uyên,Black-Li Xian,21.86111,103.8281,,,Vietnam Electricity,https://www.licogi166.vn/en/cong-trinh-thuy-dien-ban-chat-a59.html,
118,0101000020E6100000E5D022DBF9365A40D044D8F0F49A3340,Vietnam,Ban Coc,Hydro,Operational,18,2009,Vietnam,Que Phong Hydropower JSC,,,,,Vietnam,Nghệ An,Quế Phong,Song Con,19.6053,104.859,,80000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ban-coc-Hydropower,
119,0101000020E6100000D520CCED5EFE59407ADFF8DA33433640,Vietnam,Ban Ho,Hydro,Operational,10,,,,,,,,,,,,22.26251,103.974544,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
120,0101000020E61000008D7BF31B26535A4049DA8D3EE6733340,Vietnam,Ban Mong,Hydro,Operational,42,2018,,,,,,,,,,,19.452732,105.299201,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
121,0101000020E6100000696FF085C9AC5A4096438B6CE7DB3640,Vietnam,Ban Ra,Hydro,Operational,18,2012,Vietnam,Dong Bac. EL JSC,,,,,Vietnam,Cao Bằng,Trùng Khánh,Pearl,22.859,106.6998,,70000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/th-y-di-n-b-n-r,
122,0101000020E610000033333333331F5A40AC5626FC52573340,Vietnam,Ban Ve (Thủy điện Bản Vẽ),Hydro,Operational,320,2010,Vietnam,EVN (Vietnam),,,,,Vietnam,Nghệ An,Tương Dương,Song Ca,19.34111,104.4875,,,Wikipedia,https://www.power-technology.com/projects/ban-ve-Hydro/,
123,0101000020E61000008C834BC79C715A4050A73CBA11F63640,Vietnam,Bao Lac A,Hydro,Operational,30,2022,,,,,,,,,,,22.961208,105.775194,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
